user_id,archetype,priority,battery_capacity,initial_charge,final_charge,min_charge_needed,utility_score,satisfied,total_cost,transactions,preferred_time_matches,avg_price_paid,max_price
18,Emergency Vehicle,1,102.25108448699682,100.27505219633373,100.27505219633373,61.35065069219809,100.0,True,35.875729821746646,4,4,0,0.4649730554061812
19,Emergency Vehicle,1,97.96859508549778,63.5141228131016,63.5141228131016,58.78115705129866,73.05876583843137,True,7.7347625605844925,1,1,0,0.6362800831074785
20,Emergency Vehicle,1,94.54605198619952,87.45562098990223,87.45562098990223,56.72763119171971,100.0,True,25.174975986473733,3,3,0,0.669890471188871
21,Emergency Vehicle,1,84.14842318030301,66.58192289068876,66.58192289068876,50.48905390818181,98.37048838365507,True,14.764540772228859,2,2,0,0.46606064584997275
22,Emergency Vehicle,1,111.07782987889229,83.27211649265163,83.27211649265163,66.64669792733537,91.91442313648288,True,15.645682105088401,2,2,0,0.6614644303005973
23,Emergency Vehicle,1,105.39548602843993,97.34130983567738,97.34130983567738,63.23729161706396,100.0,True,23.305561408543625,3,3,0,0.6537729332256114
24,Emergency Vehicle,1,86.92299319411794,63.60909328530783,63.60909328530783,52.15379591647076,89.90367022432146,True,14.79916010408062,2,2,0,0.39334659884138756
25,Emergency Vehicle,1,107.03566303312901,78.41440571266807,78.41440571266807,64.22139781987741,92.7846835248724,True,13.76587146906288,2,2,0,0.6308054707885787
26,Emergency Vehicle,1,105.66242529344828,74.4143844362949,74.4143844362949,63.397455176068966,86.04655668325614,True,16.73204772355308,2,2,0,0.6471936713322652
27,Emergency Vehicle,1,116.96964108768587,121.39326627191409,121.39326627191409,70.18178465261153,100.0,True,24.10984888739152,3,3,0,0.5265653288308675
28,Emergency Vehicle,1,101.72408267834544,65.28094052551695,65.28094052551695,61.03444960700726,68.9179627262925,True,7.057767195333208,1,1,0,0.6433033622985969
29,Emergency Vehicle,1,105.23786627007394,79.90877127525054,79.90877127525054,63.14271976204436,100.0,True,23.369933625394395,3,3,0,0.4625142240256124
30,Emergency Vehicle,1,104.09976060878478,84.09068097048905,84.09068097048905,62.459856365270866,100.0,True,27.213877923346814,3,3,0,0.511225484644263
31,Emergency Vehicle,1,112.09314486372145,91.33092920903927,91.33092920903927,67.25588691823286,100.0,True,14.927321577511933,2,2,0,0.6200613584739274
32,Emergency Vehicle,1,113.10069948829431,83.52836016508539,83.52836016508539,67.86041969297658,98.9957404560312,True,24.20851730855579,3,3,0,0.5897443896029654
33,Emergency Vehicle,1,84.82114844369934,63.54894787982338,63.54894787982338,50.8926890662196,94.54690131688783,True,15.162046891122632,2,2,0,0.7724448995488065
34,Emergency Vehicle,1,81.18777380781917,63.551954634725206,63.551954634725206,48.7126642846915,99.80175557004686,True,14.682527270156289,2,2,0,0.5480702734711987
35,Emergency Vehicle,1,96.98028280573891,60.10135122951822,60.10135122951822,58.18816968344334,67.20000804498704,True,7.791222011600176,1,1,0,0.5118053194926705
36,Emergency Vehicle,1,88.17159241366946,60.81205832351218,60.81205832351218,52.90295544820167,87.63059733282792,True,14.440805733373484,2,2,0,0.49565626606748336
37,Emergency Vehicle,1,117.16372712610284,97.6878279154161,97.6878279154161,70.29823627566171,100.0,True,22.482222506197566,3,3,0,0.6216780576086761
38,Emergency Vehicle,1,111.27338703442348,79.15059258581812,79.15059258581812,66.76403222065409,95.58384067288776,True,21.476036521500117,3,3,0,0.4173122171718824
39,Emergency Vehicle,1,89.84188294070066,106.79658392041107,106.79658392041107,53.905129764420394,100.0,True,22.866997153258044,3,3,0,0.6370978579368749
40,Emergency Vehicle,1,106.09010981230618,97.09177391760946,97.09177391760946,63.65406588738371,100.0,True,23.73424352923214,3,3,0,0.4266081436116114
41,Emergency Vehicle,1,89.7077414283817,54.68440496936096,54.68440496936096,53.824644857029014,66.60546999156999,True,7.749410071103074,1,1,0,0.5171044870119021
42,Emergency Vehicle,1,113.68200332714339,120.84372746237854,120.84372746237854,68.20920199628603,100.0,True,31.247421291963338,4,4,0,0.5929932311317357
43,Emergency Vehicle,1,119.90140152458606,102.14397711116004,102.14397711116004,71.94084091475163,100.0,True,29.28327046464668,4,4,0,0.5331299524643321
44,Emergency Vehicle,1,87.32664401824304,59.357634231503184,59.357634231503184,52.395986410945824,75.8751441802445,True,7.51948748197443,1,1,0,0.5917776113023657
45,Emergency Vehicle,1,111.62334978069819,90.45775307461075,90.45775307461075,66.97400986841892,100.0,True,21.944712793194846,3,3,0,0.5902845385422925
46,Emergency Vehicle,1,102.41049596785587,82.16786076636251,82.16786076636251,61.44629758071352,100.0,True,22.3814858322228,3,3,0,0.5824700492261694
47,Emergency Vehicle,1,106.5369885654386,82.76064335673357,82.76064335673357,63.92219313926316,98.1401422494796,True,15.144573197402206,2,2,0,0.6462250513226245
48,Emergency Vehicle,1,81.76278801281951,97.48389153348603,97.48389153348603,49.05767280769171,100.0,True,24.276821884217014,3,3,0,0.5330901709218745
49,Emergency Vehicle,1,101.02016613658996,98.03306040294771,98.03306040294771,60.61209968195398,100.0,True,23.033383765089667,3,3,0,0.5367164921009674
50,Emergency Vehicle,1,118.38909152545118,72.1987867581711,72.1987867581711,71.03345491527071,73.5589386802406,True,15.980879743203866,2,2,0,0.6264219365793143
51,Emergency Vehicle,1,101.85478874735455,93.85310369690768,93.85310369690768,61.112873248412726,100.0,True,13.622070436898877,2,2,0,0.43587959626381323
52,Emergency Vehicle,1,102.41156546166064,18.750433711766924,18.750433711766924,61.44693927699638,56.75514307611449,False,0.0,0,0,0,0.4884852671005285
53,Emergency Vehicle,1,86.19487258045554,58.32325455943477,58.32325455943477,51.71692354827332,78.25781060062874,True,7.540838102128472,1,1,0,0.6354878246854522
54,Emergency Vehicle,1,89.00866615018732,103.33863111036976,103.33863111036976,53.40519969011239,100.0,True,23.555859373122953,3,3,0,0.6900336015700614
55,Emergency Vehicle,1,100.46375216443496,64.8872122450705,64.8872122450705,60.278251298660976,69.63604058641229,True,7.351812746643221,1,1,0,0.5188219902609875
56,Emergency Vehicle,1,100.03859377674864,86.96887209596753,86.96887209596753,60.023156266049185,100.0,True,14.22373054995337,2,2,0,0.6947818473678267
57,Emergency Vehicle,1,100.16911623815211,64.04570848380297,64.04570848380297,60.10146974289127,69.88814392155899,True,7.464902434723638,1,1,0,0.5326711571940258
58,Emergency Vehicle,1,100.78373907396875,67.67631723946515,67.67631723946515,60.470243444381246,84.45751822761312,True,14.284255879576776,2,2,0,0.5707282477159252
59,Emergency Vehicle,1,119.78517771353037,93.56442386416317,93.56442386416317,71.87110662811823,100.0,True,27.66211014177426,3,3,0,0.5343553927354558
60,Emergency Vehicle,1,117.25550546734158,71.74308246766284,71.74308246766284,70.35330328040494,69.16945375189631,True,7.253808192719888,1,1,0,0.8112982416111483
61,Emergency Vehicle,1,116.59129198143029,85.74410578916705,85.74410578916705,69.95477518885816,96.16164649637756,True,21.48394322881946,3,3,0,0.5340452453093231
62,Emergency Vehicle,1,89.25203830183915,63.31309936742382,63.31309936742382,53.551222981103486,85.96001331194319,True,14.12627060092517,2,2,0,0.42370844662668306
63,Emergency Vehicle,1,110.1347561658103,66.15042009489287,66.15042009489287,66.08085369948618,71.91353429811781,True,15.238829114354203,2,2,0,0.5627715887782504
64,Emergency Vehicle,1,87.8879752634997,92.14292093398876,92.14292093398876,52.732785158099816,100.0,True,21.492512315721605,3,3,0,0.49232229429773866
65,Emergency Vehicle,1,119.374723509291,102.3568810213308,102.3568810213308,71.62483410557459,100.0,True,22.859481829227356,3,3,0,0.5139338912332554
66,Emergency Vehicle,1,108.94416111860403,76.19207307217958,76.19207307217958,65.36649667116241,80.30417211162778,True,6.91462296907572,1,1,0,0.5173996480811373
67,Emergency Vehicle,1,117.3841808906572,88.42425329299408,88.42425329299408,70.43050853439432,94.11515263102093,True,15.085508354238936,2,2,0,0.514687741864669
68,Emergency Vehicle,1,103.68642672460973,113.96206803561515,113.96206803561515,62.21185603476584,100.0,True,21.990586674276635,3,3,0,0.47952351582568986
69,Emergency Vehicle,1,92.51542090381405,103.61628690010966,103.61628690010966,55.50925254228843,100.0,True,22.619784562696907,3,3,0,0.6930512764168772
70,Emergency Vehicle,1,95.63681246589272,62.15948973673789,62.15948973673789,57.38208747953563,73.67356395654713,True,7.293727872781679,1,1,0,0.6033314973749682
71,Emergency Vehicle,1,104.44359464352108,65.45348785694115,65.45348785694115,62.666156786112644,75.32766119145731,True,16.12846276428214,2,2,0,0.45650584489878404
72,Emergency Vehicle,1,114.54631702789405,82.04275420968185,82.04275420968185,68.72779021673642,91.78946404724873,True,17.43494789556458,2,2,0,0.7863151338851603
73,Emergency Vehicle,1,116.37217154391422,81.29286483688259,81.29286483688259,69.82330292634853,92.18998411153358,True,23.372185552759408,3,3,0,0.5394935269154383
74,Emergency Vehicle,1,80.23070696602277,59.37738430543253,59.37738430543253,48.13842417961366,91.36055958649497,True,15.79686619016488,2,2,0,0.6074475301625715
75,Emergency Vehicle,1,88.43415133502864,68.12620412552432,68.12620412552432,53.06049080101719,100.0,True,13.520503763496144,2,2,0,0.4834090918303848
76,Emergency Vehicle,1,105.49036200384734,84.07003169939733,84.07003169939733,63.2942172023084,100.0,True,20.947465489545753,3,3,0,0.44219077253563416
77,Emergency Vehicle,1,117.3808042774444,78.81524351414703,78.81524351414703,70.42848256646664,84.59959205297854,True,15.487852325735172,2,2,0,0.7852834625863043
78,Emergency Vehicle,1,107.66732194666783,80.57080725516465,80.57080725516465,64.60039316800069,98.12196188721234,True,22.263029695372975,3,3,0,0.4077805815429413
79,Emergency Vehicle,1,114.6166171330543,108.94139908507321,108.94139908507321,68.76997027983258,100.0,True,20.87842358999587,3,3,0,0.5892576163563137
80,Emergency Vehicle,1,110.28899092428398,97.65309928949543,97.65309928949543,66.17339455457038,100.0,True,14.379882165872509,2,2,0,0.6330349735579902
81,Emergency Vehicle,1,80.12110509501473,50.13505668697124,50.13505668697124,48.07266305700883,70.18152962108391,True,7.288396230917676,1,1,0,0.5129912662741697
82,Emergency Vehicle,1,119.70987168639058,114.81887032293267,114.81887032293267,71.82592301183435,100.0,True,30.429433602236863,4,4,0,0.6299808570073031
83,Emergency Vehicle,1,113.19761325509214,89.72503225795788,89.72503225795788,67.91856795305527,99.71010135450295,True,14.496413194692444,2,2,0,0.5246356004435065
84,Emergency Vehicle,1,98.8261360443006,71.44768894824232,71.44768894824232,59.295681626580354,92.04583021303932,True,15.74486908286548,2,2,0,0.6143581331534211
85,Emergency Vehicle,1,97.10405770462695,108.60091626159463,108.60091626159463,58.26243462277617,100.0,True,28.972888404869906,4,4,0,0.6501098304393397
86,Emergency Vehicle,1,103.79891124328307,63.959860455558896,63.959860455558896,62.27934674596984,74.7641520267773,True,15.335752492265158,2,2,0,0.5670196575648834
87,Emergency Vehicle,1,98.32036332548363,103.67697526248133,103.67697526248133,58.992217995290176,100.0,True,23.415924211285116,3,3,0,0.5342076095898175
88,Emergency Vehicle,1,83.68515770814238,55.18296017116646,55.18296017116646,50.211094624885426,79.03589482119051,True,13.608421182491837,2,2,0,0.556415210275497
89,Emergency Vehicle,1,86.21013363004859,84.25273614174205,84.25273614174205,51.72608017802915,100.0,True,14.80635894941809,2,2,0,0.6110412160413836
90,Emergency Vehicle,1,80.03893673286295,53.5579329289626,53.5579329289626,48.02336203971777,85.28261128808867,True,15.932699940421118,2,2,0,0.5602502493269412
91,Emergency Vehicle,1,85.71844042944059,63.12805602901409,63.12805602901409,51.43106425766435,91.34134362943361,True,14.548737849665697,2,2,0,0.47378881577241083
92,Emergency Vehicle,1,115.05148290692135,89.35390990221104,89.35390990221104,69.0308897441528,96.5013185238587,True,16.216243874986763,2,2,0,0.5033862370091318
93,Emergency Vehicle,1,89.62074807933134,76.78138217772144,76.78138217772144,53.7724488475988,100.0,True,14.836724073920985,2,2,0,0.5165830954498898
94,Emergency Vehicle,1,83.3834698800861,86.42069031804539,86.42069031804539,50.03008192805166,100.0,True,21.527596282304692,3,3,0,0.545898710979481
95,Emergency Vehicle,1,89.4094592998286,23.414694524757216,23.414694524757216,53.64567557989716,66.88612836266923,True,0.0,0,0,0,0.5791567701207131
96,Emergency Vehicle,1,94.60438162838288,59.21322173740519,59.21322173740519,56.76262897702973,76.35160985305377,True,17.556817313632287,2,2,0,0.6041008362810834
97,Emergency Vehicle,1,87.27497493120754,98.6404185255013,98.6404185255013,52.36498495872452,100.0,True,22.458001463935748,3,3,0,0.5740893250101563
98,Emergency Vehicle,1,101.78532031385575,68.08942816497353,68.08942816497353,61.07119218831345,84.64067527956918,True,14.346930405471447,2,2,0,0.4114514237433706
99,Emergency Vehicle,1,108.00878158040568,75.50305465065537,75.50305465065537,64.80526894824341,88.98069557763527,True,14.412560992259383,2,2,0,0.5078320016893222
100,Emergency Vehicle,1,91.92165462369155,60.68770794739901,60.68770794739901,55.15299277421493,81.58511692668473,True,15.261043320730847,2,2,0,0.7601621378042561
101,Emergency Vehicle,1,99.68206435991839,72.75614451486456,72.75614451486456,59.80923861595103,89.67644981442706,True,15.665750602489197,2,2,0,0.431400282306126
102,Emergency Vehicle,1,88.10455431222933,60.98009147806842,60.98009147806842,52.8627325873376,86.52372374906035,True,15.720569773505005,2,2,0,0.5491719304792293
103,Emergency Vehicle,1,80.86756350120342,85.28269504596412,85.28269504596412,48.52053810072205,100.0,True,24.354083671644872,3,3,0,0.37385744506559404
104,Emergency Vehicle,1,101.28630881490373,79.1484258125225,79.1484258125225,60.77178528894224,100.0,True,23.061058925143342,3,3,0,0.6504120516284858
105,Emergency Vehicle,1,116.78046710198484,100.10318229163946,100.10318229163946,70.0682802611909,100.0,True,21.31003629139087,3,3,0,0.4981315403106514
106,Emergency Vehicle,1,85.53741003450283,93.05376059814049,93.05376059814049,51.3224460207017,100.0,True,22.560690233711107,3,3,0,0.6802805677669402
107,Emergency Vehicle,1,89.40335582780492,101.1563014218288,101.1563014218288,53.64201349668295,100.0,True,31.852384519074317,4,4,0,0.6071522692235528
108,Emergency Vehicle,1,111.11693026954794,100.58023688749608,100.58023688749608,66.67015816172876,100.0,True,32.490335887822404,4,4,0,0.4343715170277374
109,Emergency Vehicle,1,109.71682958036209,100.84143322115875,100.84143322115875,65.83009774821726,100.0,True,22.566658462044447,3,3,0,0.7726765169837417
110,Emergency Vehicle,1,91.97913632850727,81.68284872717223,81.68284872717223,55.18748179710436,100.0,True,20.598756634664117,3,3,0,0.5625384463587689
111,Emergency Vehicle,1,107.14340858700406,74.76287383549237,74.76287383549237,64.28604515220243,77.56479714081024,True,6.677078597144721,1,1,0,0.6019595227384751
112,Emergency Vehicle,1,90.69330794059545,86.46381529518968,86.46381529518968,54.41598476435727,100.0,True,15.948378556921448,2,2,0,0.6430124827259385
113,Emergency Vehicle,1,114.02550066321972,120.61101297292615,120.61101297292615,68.41530039793183,100.0,True,21.416064425258433,3,3,0,0.6226546294683195
114,Emergency Vehicle,1,114.33193652434844,118.45904562187246,118.45904562187246,68.59916191460906,100.0,True,30.47692501096814,4,4,0,0.6634384903275451
115,Emergency Vehicle,1,118.14750435354844,92.63375078717364,92.63375078717364,70.88850261212906,98.41242018850419,True,14.20348947871248,2,2,0,0.46722941805729457
116,Emergency Vehicle,1,118.17148919606169,85.56647033308839,85.56647033308839,70.90289351763701,87.5301763117198,True,17.064603875624677,2,2,0,0.4709220076627421
117,Emergency Vehicle,1,85.36029919050135,94.96051561442755,94.96051561442755,51.21617951430081,100.0,True,22.75917570508887,3,3,0,0.6416691841296456
118,Emergency Vehicle,1,92.80335179286297,77.66492490701866,77.66492490701866,55.68201107571778,100.0,True,21.652379923027695,3,3,0,0.6248339734999526
119,Emergency Vehicle,1,118.17870376900345,82.11256933584755,82.11256933584755,70.90722226140207,83.4809702152196,True,14.501612610163253,2,2,0,0.5044922941975307
120,Emergency Vehicle,1,97.37019649713105,94.25289177565111,94.25289177565111,58.42211789827863,100.0,True,24.689156112170764,3,3,0,0.704201238855461
121,Emergency Vehicle,1,103.06463433232949,78.77505840333887,78.77505840333887,61.838780599397694,97.94916879129565,True,15.167399157691491,2,2,0,0.4998197761610291
122,Emergency Vehicle,1,95.62719517390846,108.54157137523465,108.54157137523465,57.37631710434508,100.0,True,23.32024309143421,3,3,0,0.4579902478343314
123,Emergency Vehicle,1,116.8941482225391,81.73772107803129,81.73772107803129,70.13648893352345,86.47338227060871,True,14.77664639129689,2,2,0,0.5463537261067313
124,Emergency Vehicle,1,93.43877473791383,74.30162594679231,74.30162594679231,56.063264842748296,100.0,True,15.806177583596094,2,2,0,0.5697541974415152
125,Emergency Vehicle,1,95.37443216633363,103.95341535844031,103.95341535844031,57.22465929980018,100.0,True,23.845017498244175,3,3,0,0.7008410611390335
126,Emergency Vehicle,1,98.77982457579671,107.16654441833991,107.16654441833991,59.267894745478024,100.0,True,23.018979550592505,3,3,0,0.7103426397199741
127,Emergency Vehicle,1,112.8886946351287,86.20365061135395,86.20365061135395,67.73321678107722,100.0,True,25.33217176169203,3,3,0,0.4168971355153787
128,Emergency Vehicle,1,101.0674647937034,109.17549561614474,109.17549561614474,60.64047887622203,100.0,True,30.561733015472647,4,4,0,0.566000702549457
129,Emergency Vehicle,1,109.09534206083202,70.18433739179196,70.18433739179196,65.4572052364992,70.53827779981069,True,7.741501370111813,1,1,0,0.6292847596530244
130,Emergency Vehicle,1,107.67248580837605,82.92714884954735,82.92714884954735,64.60349148502563,100.0,True,17.099344866809304,2,2,0,0.6009691192180995
131,Emergency Vehicle,1,103.64704899692472,64.33284827442967,64.33284827442967,62.18822939815483,67.62408107592951,True,7.634898627731715,1,1,0,0.57376086016331
132,Emergency Vehicle,1,83.40174211768183,80.86357064694364,80.86357064694364,50.0410452706091,100.0,True,15.334118303233737,2,2,0,0.5684676353311999
133,Emergency Vehicle,1,113.35841206272039,69.57906585632583,69.57906585632583,68.01504723763223,73.44947266883212,True,15.109345395625423,2,2,0,0.48107935662409096
134,Emergency Vehicle,1,97.12115671720721,88.1320888380263,88.1320888380263,58.272694030324324,100.0,True,23.161005540021378,3,3,0,0.49026352681881424
135,Emergency Vehicle,1,116.81809695271576,74.05103530413797,74.05103530413797,70.09085817162945,69.77849710506808,True,8.251193390630894,1,1,0,0.5744200525053121
136,Emergency Vehicle,1,112.51304951490307,110.53422288000866,110.53422288000866,67.50782970894184,100.0,True,29.105348450467545,4,4,0,0.6173610211641765
137,Emergency Vehicle,1,89.0555947317348,72.73799562062385,72.73799562062385,53.433356839040876,100.0,True,13.77860882580326,2,2,0,0.5274218657216363
138,Emergency Vehicle,1,114.21412163057158,84.53895201914267,84.53895201914267,68.52847297834295,94.95759235815007,True,16.77598353902168,2,2,0,0.5343227877874376
139,Emergency Vehicle,1,81.50428087561127,70.19447943417761,70.19447943417761,48.90256852536676,100.0,True,15.79052184616732,2,2,0,0.5091663474537115
140,Emergency Vehicle,1,113.10180201258233,70.65063791861463,70.65063791861463,67.86108120754939,68.14941739910851,True,8.915779061573911,1,1,0,0.8003893650953818
141,Emergency Vehicle,1,111.32632438252547,114.45201930932728,114.45201930932728,66.79579462951529,100.0,True,23.015271149418204,3,3,0,0.42284754370751365
142,Emergency Vehicle,1,89.90482954071715,64.03989068857516,64.03989068857516,53.94289772443029,87.65405192594206,True,16.764500703552585,2,2,0,0.5948379187944783
143,Emergency Vehicle,1,83.78435402025039,67.25728664707336,67.25728664707336,50.270612412150236,100.0,True,15.395494131064114,2,2,0,0.715831693735052
144,Emergency Vehicle,1,90.61898436832524,101.73562356250245,101.73562356250245,54.37139062099514,100.0,True,30.231610237139773,4,4,0,0.5426558329314131
145,Emergency Vehicle,1,100.30019705619819,83.14238208171054,83.14238208171054,60.18011823371891,100.0,True,15.36129561292342,2,2,0,0.47207171725239355
146,Emergency Vehicle,1,85.292500588806,84.64100626844825,84.64100626844825,51.1755003532836,100.0,True,14.349709910600705,2,2,0,0.6044302264584667
147,Emergency Vehicle,1,98.45109051682088,108.97612932808059,108.97612932808059,59.07065431009253,100.0,True,22.12463932602133,3,3,0,0.6587077943901317
148,Emergency Vehicle,1,91.49205651418966,64.21503344954691,64.21503344954691,54.895233908513795,81.26403995210872,True,7.443093725098754,1,1,0,0.5911426277940884
149,Emergency Vehicle,1,115.75687784508236,95.68028777671432,95.68028777671432,69.45412670704941,100.0,True,14.43963333530702,2,2,0,0.5977792149858617
150,Daily Commuter,0,48.29509207649044,67.3905581669185,67.3905581669185,26.40062868351045,94.26566900253081,True,11.53365737815512,2,2,0,0.26212857677625273
151,Daily Commuter,0,66.8816552564202,70.71807080781161,70.71807080781161,34.17113421531634,91.76435699597207,True,12.649515073646556,2,2,0,0.28748897894651265
152,Daily Commuter,0,47.448940237641395,61.03433533630435,61.03433533630435,21.214072952480056,87.29648627000441,True,12.42882466050316,2,2,0,0.28247328773870817
153,Daily Commuter,0,52.64093443417569,62.73083384509748,62.73083384509748,20.40416745690681,83.13271976145236,True,12.284002584165034,2,2,0,0.2791818769128417
154,Daily Commuter,0,60.96423196297191,79.20065058595864,79.20065058595864,22.011236679409336,87.0788739200123,True,15.916075170850307,3,3,0,0.24115265410379255
155,Daily Commuter,0,56.50692859188136,75.05635789146518,75.05635789146518,29.177950843097072,98.72704405927826,True,17.494989076285457,3,3,0,0.26507559206493114
156,Daily Commuter,0,63.953364858352806,75.59122104924383,75.59122104924383,34.93802140255098,94.24132637266773,True,10.816559904169237,2,2,0,0.2458309069129372
157,Daily Commuter,0,40.43772160985054,51.32969933886731,51.32969933886731,21.07551339793013,92.4829144453018,True,11.786135715401235,2,2,0,0.2678667208045735
158,Daily Commuter,0,48.45832986323513,58.044380813145,58.044380813145,24.71726650503172,91.70508228895675,True,10.047665872324655,2,2,0,0.22835604255283307
159,Daily Commuter,0,64.60772887653349,76.79631348097448,76.79631348097448,25.990475415694323,90.1710908288108,True,19.408088000623323,3,3,0,0.29406193940338365
160,Daily Commuter,0,65.83130494067481,70.10396691361626,70.10396691361626,27.89903064958507,85.66570611399665,True,13.432728304010007,2,2,0,0.3052892796365911
161,Daily Commuter,0,67.89356010635004,76.5279130691453,76.5279130691453,26.405324513424993,89.16917798101515,True,18.97847452249478,3,3,0,0.28755264428022387
162,Daily Commuter,0,49.51896108529337,64.60900193167465,64.60900193167465,17.965701031288326,81.39631374786005,True,11.560616113982833,2,2,0,0.2627412753177917
163,Daily Commuter,0,64.12256762803865,65.29955981078228,65.29955981078228,27.047322692181076,85.52646249968308,True,8.38009974618048,2,2,0,0.19045681241319273
164,Daily Commuter,0,53.84263304128603,57.402045250046015,57.402045250046015,24.53790563171977,87.90136323577087,True,11.619604103051698,2,2,0,0.26408191143299314
165,Daily Commuter,0,56.831495164927674,62.176348731298475,62.176348731298475,28.22521392331899,90.76531752153565,True,13.49310300096588,2,2,0,0.3066614318401336
166,Daily Commuter,0,40.835575655752244,56.93950611017838,56.93950611017838,20.44166454290892,91.04092926389445,True,12.331142166872578,2,2,0,0.2802532310652859
167,Daily Commuter,0,53.96823937677124,58.92229906217595,58.92229906217595,23.884527741877022,86.97964582945076,True,11.404558118379647,2,2,0,0.2591945026904465
168,Daily Commuter,0,45.58306497312305,57.46116610775694,57.46116610775694,23.688343321930592,92.3771947654869,True,11.3071990963967,2,2,0,0.25698179764537954
169,Daily Commuter,0,63.24317949317936,75.53668036163492,75.53668036163492,27.971900283250346,93.1718382607571,True,20.70642031534551,3,3,0,0.3137336411415987
170,Daily Commuter,0,58.4709117784238,57.943468371015214,57.943468371015214,30.924057973139675,91.82282418777687,True,14.059181507716902,2,2,0,0.3195268524481114
171,Daily Commuter,0,72.25569125955818,79.23004380444424,79.23004380444424,27.48919962298943,88.53325372416919,True,14.072100128370876,3,3,0,0.21321363830864964
172,Daily Commuter,0,51.636470106621104,57.198503160530294,57.198503160530294,26.350751727535,91.72189611564737,True,11.67655719685036,2,2,0,0.26537629992841727
173,Daily Commuter,0,64.05089835969198,73.29740036164925,73.29740036164925,23.150988812424835,81.301272243975,True,12.218460912879477,2,2,0,0.27769229347453356
174,Daily Commuter,0,49.41887683205955,66.05930828374917,66.05930828374917,22.6694860049654,88.11048332280451,True,12.439695375861715,2,2,0,0.2827203494514026
175,Daily Commuter,0,66.59341954734211,80.83670666133098,80.83670666133098,35.967285292621916,100.0,True,20.613495658445665,3,3,0,0.31232569179463127
176,Daily Commuter,0,64.39966552711718,64.20998478424413,64.20998478424413,34.84669840588874,93.48203927188938,True,15.221171487542271,2,2,0,0.3459357156259607
177,Daily Commuter,0,65.11796263513315,74.39232579032497,74.39232579032497,24.74941482786733,82.60493307596202,True,9.748256867066635,2,2,0,0.2215512924333326
178,Daily Commuter,0,50.37033206841665,62.71307698927404,62.71307698927404,23.82394805076269,89.10830592278464,True,13.127522648066675,2,2,0,0.2983527874560608
179,Daily Commuter,0,48.43008690096277,54.298458210206036,54.298458210206036,25.418270091590305,92.7391227286018,True,12.9338351782155,2,2,0,0.2939507995048977
